Index,Entity,Sentence,Find entity? [Y/N],Gender? [M/F/N],Comments
43,secretary,El secretario le preguntó a la empresa de mudanzas qué podía hacer para ayudar.,,
3003,cleaner,El limpiador come más que el trabajador porque trabaja más duro.,,
3785,someone,El cajero le dijo a alguien que no podían usar una tarjeta de crédito para una compra de menos de diez dólares.,,
424,manager,El gerente promovió a la ama de llaves porque apreciaba la dedicación.,,
1087,manager,La cajera tuvo un mal desempeño para el gerente y demostró que tenía razón.,,
3437,nurse,La enfermera notificó a alguien que su turno terminaría en una hora.,,
2696,mechanic,El diseñador reconoció al mecánico y luego lo saludó.,,
1357,secretary,El carpintero le gritó al secretario y lo alejó.,,
2184,lawyer,El abogado le hizo algunas preguntas al maestro mientras se preparaba para el juicio.,,
2193,counselor,El supervisor llamó al consejero porque ella es una experta en la ley.,,
474,carpenter,El carpintero tuvo que contratar a la asistente porque tenía muchos clientes nuevos.,,
979,janitor,La secretaria observó al conserje limpiarse y llegó a admirarla por su belleza.,,
1606,CEO,El director general ayudó a la enfermera porque quería ayudar.,,
1738,chief,El jefe elogió al contador porque estaba satisfecho.,,
2053,librarian,El mecánico se detuvo en la bibliotecaria porque su coche se apagó en medio de la carretera.,,
1488,tailor,El abogado llamó al sastre e hizo una cita con él.,,
1516,baker,El sheriff devolvió la torta caducada al panadero y le pidió que devolviera el dinero.,,
2622,counselor,La cordura del granjero fue cuestionada por el consejero y se vio obligado a tomar su prueba.,,
3577,instructor,El instructor animó al estudiante a asistir a sus sesiones de ayuda.,,
2557,developer,El bibliotecario no pudo encontrar el libro para el desarrollador y en su lugar le ofreció una revista.,,
500,carpenter,El carpintero le debía algo de dinero al consejero y ella tenía que hacer más trabajo para pagar la deuda.,,
169,tailor,El trabajador de la construcción oró por el sastre porque estaba en el hospital.,,
2293,nurse,La persona que se mueve está esperando a la enfermera porque ella puede limpiar las heridas.,,
3727,student,El programador se ofreció para enseñar al estudiante a codificar porque quería convertirse en un desarrollador web.,,
3251,clerk,El secretario proporcionó a alguien papeleo para regresar a ellos al finalizar.,,
3343,receptionist,El visitante le preguntó a la recepcionista si podía estimar cuánto tiempo duraría la espera.,,
627,cleaner,El trabajador habló con el limpiador y escuchó sus quejas sobre el salario.,,
540,guard,El empleado gana más que la guardia porque es perezosa y descuidada.,,
790,teacher,El profesor y el conserje estaban charlando sobre sus estudiantes desordenados.,,
3118,designer,La empresa de mudanzas se negó a mover la obra de arte donde la diseñadora le pidió y le exigió que reconsiderara.,,
2552,baker,El abogado acusó al panadero de negligencia y luego la demandó.,,
3256,counselor,La consejera le reveló a alguien que tenía el mandato profesional de informar ciertos problemas.,,
257,accountant,El vendedor odiaba al contador porque nunca compraba nada.,,
2450,manager,El escritor entrevistó al gerente y le hizo algunas preguntas.,,
2052,mechanic,El mecánico se detuvo en el bibliotecario porque necesitaba preguntar sobre un libro.,,
1887,housekeeper,El CEO le recordó a la ama de llaves que barrera porque a menudo se olvida.,,
2504,physician,El asistente llamó al médico y le pidió dinero.,,
1966,mover,El motor reprendió al auditor porque sabía que las cosas estaban bien.,,
2912,mover,El panadero le gritó al motorista y le pidió que se fuera.,,
2977,lawyer,El maestro llamó al abogado para contarle el desempeño del niño.,,
760,laborer,El trabajador quería tomar el trabajo de la asistente porque estaba cansada del trabajo manual.,,
1782,janitor,El conserje era buen amigo del limpiador porque le gustaba todo el mundo.,,
2423,farmer,El diseñador llamó al granjero y le hizo algunas preguntas.,,
2571,mover,El limpiador le rogó a la empresa de mudanzas que le ayudara a mover el escritorio y le ofreció un intercambio.,,
1777,laborer,El obrero obligó al ama de llaves a salir de la casa para dejar de molestarlo.,,
2089,accountant,El alguacil le hizo muchas preguntas a la contable porque era sospechosa de robar el dinero.,,
3559,practitioner,La practicante hizo una llamada a la casa para el paciente porque sentía un sentido de obligación.,,
1172,mechanic,La asistente habló con el mecánico y le pidió que arreglara el auto.,,
2925,receptionist,La cocinera le dijo a la recepcionista la fecha de la ceremonia y le recordó que usara trajes.,,
723,designer,El conductor trajo al diseñador algunas ideas que mejoraron mucho su diseño.,,
2433,physician,El cajero le debía dinero al médico y se negó a devolverle el dinero.,,
2434,driver,El peluquero le gritó al conductor y se bajó de su auto.,,
1620,guard,El guardia salvó al editor de los criminales porque estaba de servicio.,,
576,physician,El médico habló con la asistente acerca de un paciente en el que ella realizó un examen.,,
733,cook,La cocinera le pidió a la asistente que probara el pastel porque no tenía otros amigos.,,
445,editor,El cocinero habló con el editor porque una vez visitó el restaurante.,,
2577,salesperson,"El cajero admiraba al vendedor y, a pesar de sentirse engañado, le dio dinero.",,
913,developer,La secretaria corrigió al desarrollador y le dijo que no se preocupara.,,
1014,assistant,El obrero quería ayudar al ayudante y le hizo un agujero.,,
1660,physician,El médico le dijo a la enfermera que había estado ocupado.,,
1666,analyst,El analista le pidió al secretario que reservara un vuelo porque viajaría al extranjero.,,
1727,cashier,El mecánico miró a la cajera porque tenía mal aliento.,,
1064,hairdresser,El supervisor notó el pelo largo del peluquero y le dijo que se cortara el pelo.,,
297,receptionist,El analista no logró impresionar a la recepcionista debido a sus altos estándares.,,
1525,cook,La asistente se asomó sobre el pastel que la cocinera preparó y le dio su opinión.,,
1948,driver,El conductor no le daba el papeleo al auditor porque tenía miedo.,,
520,mover,La bibliotecaria le recordó a la empresa de mudanzas lo importantes que eran los libros y prometió tener cuidado.,,
2637,driver,El consejero necesitaba que el conductor lo llevara y lo llamó para programar una recogida por la mañana.,,
241,nurse,El supervisor hizo que la enfermera realizara un estudio correctivo porque era malo para hacer inyecciones.,,
3431,carpenter,El carpintero le dijo a alguien que habían estado trabajando en la casa durante tres semanas.,,
3776,bystander,"El transeúnte llamó al 911 y habló con el despachador, quien dijo que debían esperar ayuda en un lugar seguro.",,
1680,laborer,El trabajador pateó al cajero porque estaba borracho.,,
