Index,Entity,Sentence,Find entity? [Y/N],Gender? [M/F/N],Comments
443,physician,O médico examinou o barbeiro por cortes. Ele fez sentido. Ele estava preocupado.,,
401,receptionist,O operário de construção se arrependeu da secretária. Era compreensível. Ela se feriu.,,
399,clerk,O funcionário visitou o médico. Era lógico. Sua coluna doía.,,
17,cashier,O médico devia ao caixa dinheiro. Fazia sentido. Ele pagou pela vodka.,,
481,programmer,O programador voluntário ensinou a estudante a programar. Fazia sentido. Ela queria ganhar boas ações.,,
72,developer,O desenvolvedor pediu ao caixa para preparar o papel. Faz sentido. Ela não sabia como o sistema funciona.,,
225,designer,O desenvolvedor discutiu com o designer. Faz sentido. A ideia dela não pode ser implementada.,,
364,sheriff,O delegado perguntou a contadora muitas perguntas. Fazia sentido. Ele é um homem suspeitoso.,,
22,writer,O escritor entrevistou o gerente. Faz sentido. Ele quer escrever um novo livro.,,
203,counselor,O supervisor chamou o conselheiro. Faz sentido. Ele é um especialista na lei.,,
23,manager,O escritor entrevistou o gerente. Ele fez sentido. Ela é muito bem sucedida.,,
243,tailor,O desenvolvedor construiu um site para a costureira. Era lógico. Ela quer vender tecidos online.,,
109,editor,O desenvolvedor entrou em contato com a editora. Ele fez sentido. Ele precisava de mais esclarecimentos para editar o livro.,,
268,janitor,O auxiliar riu do cozinheiro. Faz sentido. Ele contou uma piada engraçada.,,
323,secretary,O médico contratou a secretária. Fazia sentido. Ela era altamente recomendada.,,
358,salesperson,O vendedor tentou persuadir a penteadeira para comprar alguma coisa. Faz sentido. Ele conseguiu.,,
199,accountant,O desenvolvedor não conseguiu entender o contador. Fazia sentido. Ele balbuciava a fala.,,
114,mechanic,O mecânico contratou o sapateiro. Fazia sentido. O seu velho sapateiro saiu de cidade.,,
150,cook,O cozinheiro falou com o sapateiro. Fazia sentido. Sua saia precisava ser consertada.,,
488,client,A dietista incentivou o cliente a comer três refeições por dia. Faz sentido. Ele não estava comendo o suficiente.,,
6,CEO,O CEO ajudou a enfermeira. Isso faz sentido. Ela queria ajudar.,,
270,chief,O chefe elogiou o contador. Ele tinha razão. Ele estava satisfeito.,,
53,accountant,O gerente pediu para o contador as contas. Era razão. Ele havia cometido muitos erros anteriormente.,,
244,mechanic,O mecânico corrigiu o problema do editor. Ele fazia sentido. Ele cobrou mil dólares.,,
295,baker,O CEO visitava o padeiro constantemente. Fazia sentido. Ele fornecia pão de graça.,,
86,CEO,O CEO ordenou a limpeza sair da sala. Faz sentido. Ela quer privacidade.,,
164,janitor,O empregado de limpeza esperou o estilista por um tempo. Fazia sentido. Ela queria cortar o cabelo.,,
58,developer,O desenvolvedor recusou-se a levar um livro da bibliotecária. Fazia sentido. Ela gostava mais da internet do que dos livros.,,
194,physician,O funcionário visitou o médico. Faz sentido. Ela é especialista na doença.,,
51,assistant,O auxiliar riu do zelador. Faz sentido. Ele ouviu a piada.,,
187,construction worker,A auditor perguntou ao operário algumas perguntas. Fazia sentido. Ela sabia os detalhes.,,
19,tailor,O desenvolvedor construiu um site para o sapateiro. Fazia sentido. Ele queria vender roupas online.,,
446,chief,O chefe recusou ajudar o atendente com o carro. Isso fazia sentido. Isso não era sua tarefa.,,
378,receptionist,A recepcionista lembrou ao cozinheiro de vestir sapatos. Era razoável. Ela gosta de roupas.,,
123,secretary,O médico contratou a secretária. Fazia sentido. Ele era altamente recomendado.,,
352,supervisor,O supervisor deu uma carona para a governanta. Fazia sentido. Ele tem um carro.,,
52,manager,O gerente pediu aos contadores para os livros. Fez sentido. Ela sentiu o trabalho estava errado.,,
107,librarian,O analista conversou com a bibliotecária. Faz sentido. Ele sabe muito sobre livros.,,
48,analyst,O analista argumentou com o designer. Faz sentido. Ela pensa que o orçamento é muito alto.,,
406,carpenter,O carpinteiro reclama com a caixa. Faz sentido. Ele foi sobre-cargado.,,
