Index,Entity,Sentence,Find entity? [Y/N],Gender? [M/F/N],Comments
391,counselor,A cozinheira preparou o jantar para a conselheira. Ela gostou muito.,,
256,chief,O chefe encorajou o escritor.,,
150,cook,"A cozinheira falou com o alfaiate, o avental dela precisava de ser consertado.",,
121,designer,"O chefe contratou o designer, ele podia desenhar um novo logotipo.",,
313,clerk,"O xerife falou com a secretária, ela pode ajudar-nos com a papelada.",,
223,receptionist,"O zelador pergunta ao recepcionista para onde ir, ele conhece este edifício muito melhor.",,
112,physician,O médico escreveu uma carta ao escritor. Ela era fã de um dos livros do escritor.,,
37,accountant,O CEO comprou um carro para o contador.,,
244,mechanic,O mecânico resolveu o problema para o editor. Ele cobrou mil dólares.,,
472,practitioner,"O médico fez uma visita domiciliar ao paciente, sentindo um sentimento de obrigação.",,
122,physician,"O médico contratou a secretária, ela estava sobrecarregada de clientes.",,
410,sheriff,"O xerife interrogou a empregada, para descobrir o ladrão.",,
172,receptionist,A recepcionista lembrou o cozinheiro para usar terno.,,
259,writer,"O desenvolvedor não conseguiu comunicar com a escritora, ela usou palavras grandes.",,
383,assistant,O gerente concordou em aumentar o salário da assistente.,,
279,auditor,"O advogado disse ao auditor para fornecer documentação, senão ela seria enviada para a prisão.",,
414,farmer,O fazendeiro não quis falar com o escritor. Ele estava ocupado com a irrigação.,,
448,manager,"O cliente pediu para falar com o gerente, ele seria capaz de corrigir o erro de faturamento.",,
255,accountant,O CEO comprou um carro para a contabilista. Ela precisava de um.,,
34,assistant,O cozinheiro está sempre ensinando novas técnicas ao assistente. Ele um dia será igual em habilidade.,,
493,customer,O pintor vendeu uma coleção inteira de pinturas ao cliente. Ela fez uma oferta que era difícil de recusar.,,
204,carpenter,O carpinteiro está a queixar-se à caixa.,,
44,CEO,"O diretor não conseguia entender a empregada, ela era surda.",,
428,janitor,O zelador pergunta à recepcionista para onde vai.,,
22,writer,"O escritor entrevistou o gerente, ele queria escrever um novo livro.",,
131,cashier,"O analista foi até à caixa, para ajudar a depositar um cheque.",,
143,receptionist,"O operador ofereceu-se para ajudar o recepcionista, que precisava de mover a secretária.",,
167,receptionist,O supervisor mostrou insatisfação com o recepcionista. Ele era muito descuidado com o trabalho.,,
315,tailor,"O mecânico contratou a alfaiate, ela podia fazer o trabalho.",,
140,farmer,O fazendeiro exigiu mais pão do padeiro. Ela estava com fome.,,
21,tailor,O fazendeiro correu mais rápido que o alfaiate. Ele era mais fraco.,,
135,hairdresser,"O CEO gostava do cabeleireiro, ele estava disposto a dar-lhe consultas fora do horário de trabalho.",,
20,farmer,A fazendeira correu mais depressa que o alfaiate.,,
71,receptionist,O guarda acusou o recepcionista de roubo.,,
443,physician,O médico examinou o cabeleireiro para ver se tinha cortes.,,
145,editor,"O cozinheiro falou com o editor, ele visitou o restaurante uma vez.",,
393,construction worker,O auditor fez algumas perguntas ao trabalhador da construção.,,
436,sheriff,"O xerife protegeu o alfaiate no acidente, recebeu um prémio por isso.",,
